"k","weight"
1,10.0614073405271
1,0.244480778598781
3,1.0570084402014
2,3.11631586408623
2,3.17203257912433
1,1.79957829098888
1,3.41019097809321
3,11.3067380670491
3,3.15105115308173
4,6.75304106449135
4,6.32727864071145
5,14.5664909181208
1,3.91670474536358
1,8.06309783066261
6,1.20904185210821
2,1.38072263436803
2,2.41275504960457
1,2.43594721055563
1,4.48357883299007
1,1.34870072533631
1,7.51903349125182
1,0.919643637289526
2,1.34515987539531
